ID,ASSET,LATITUDE,LONGITUDE,TIME,SPEED,HEADING,REASONS,DISTANCE_TRAVELED,ODOMETER,LOADTS,REASONS_TEXT,ID_HAM_PVMNT_PLYGN,PPOLYLABEL,STREETFROM,STREETTO,ASSETNHOOD
1,228,39.111466,-84.576391,10/25/2020 06:57:09 PM,21.8,N,11,0.3,209123.1,10/25/2020 06:59:51 PM,Standard Event,S-HAM01932,SETON AV,ST LAWRENCE AV,VINCENT AV,EAST PRICE HILL
2,325,39.094677,-84.5595,10/25/2020 07:01:14 PM,41.0,NE,11,0.4,51763.8,10/25/2020 07:03:20 PM,Standard Event,S-HAM06953,RIVER RD,GALVIN LN,MT ECHO DR,SEDAMSVILLE
3,325,39.123398,-84.536053,10/25/2020 07:10:23 PM,37.9,N,7,1.4,51767.3,10/25/2020 07:10:26 PM,Power Off,S-HAM27400,SPRING GROVE AV,HARRISON AV,BUCK ST,WEST END
4,311,39.101543,-84.544806,10/25/2020 07:02:40 PM,51.0,SEE,11,1.9,22659.5,10/25/2020 07:02:43 PM,Standard Event,S-HAM52747,W 6TH EB ST,W 6TH EB ST TO W MEHRING WY RAMP,TERM W OF W 6TH EB ST TO W MEHRING WY RAMP,
5,228,39.130152,-84.544106,10/25/2020 07:05:53 PM,34.3,N,11,0.2,209126.8,10/25/2020 07:07:48 PM,Standard Event,S-HAM09600,CUMMINS ST,BEEKMAN ST,DEMPSEY ST,NORTH FAIRMOUNT
6,325,39.115928,-84.535619,10/25/2020 07:09:00 PM,19.3,N,11,0.9,51766.9,10/25/2020 07:09:09 PM,Standard Event,S-HAM27451,DALTON AV,SHERMAN AV,FINDLAY ST,WEST END
7,325,39.104206,-84.535742,10/25/2020 07:06:22 PM,28.0,W,11,0.1,51766,10/25/2020 07:06:58 PM,Standard Event,S-HAM08714,W 8TH ST,CARR ST,DALTON AV,QUEENSGATE
8,228,39.112976,-84.558067,10/25/2020 06:59:30 PM,30.6,SEE,11,1.4,209124.3,10/25/2020 06:59:51 PM,Standard Event,I-GJ11143215,GLENWAY AV & WING ST & STERRETT AV,,,EAST PRICE HILL
9,228,39.127943,-84.54467,10/25/2020 07:05:35 PM,32.0,NNE,11,0,209126.7,10/25/2020 07:07:48 PM,Standard Event,S-HAM50486,BEEKMAN ST,WAVERLY AV,KNOX ST,SOUTH FAIRMOUNT
10,311,39.088424,-84.567019,10/25/2020 07:00:16 PM,3.1,SSE,10,0,22657.7,10/25/2020 07:00:18 PM,Motion Start,I-GJ10432939,RIVER RD & STEINER AV,,,
11,325,39.10673,-84.536363,10/25/2020 07:06:54 PM,0.0,N,9,0.3,51766.2,10/25/2020 07:06:58 PM,Motion Stop,I-GJ13013152,DALTON AV & GEST ST,,,QUEENSGATE
12,311,39.100194,-84.533317,10/25/2020 07:05:24 PM,44.7,N,11,2.5,22660.2,10/25/2020 07:05:57 PM,Standard Event,S-HAM61518,FREEMAN AV,FREEMAN AV TO W 6TH EB ST RAMP,FREEMAN AV TO W 6TH EB ST RAMP,QUEENSGATE
13,325,39.101527,-84.544889,10/25/2020 07:02:36 PM,49.7,SEE,11,1.4,51764.8,10/25/2020 07:03:20 PM,Standard Event,S-HAM52747,W 6TH EB ST,W 6TH EB ST TO W MEHRING WY RAMP,TERM W OF W 6TH EB ST TO W MEHRING WY RAMP,
14,228,39.11691,-84.547866,10/25/2020 07:03:30 PM,35.0,NE,11,0.9,209125.8,10/25/2020 07:04:55 PM,Standard Event,S-HAM31766,STATE AV,SARATOGA ST,LEHMAN RD,LOWER PRICE HILL
15,228,39.109472,-84.552084,10/25/2020 07:02:29 PM,27.9,NNE,11,0.3,209125.2,10/25/2020 07:04:55 PM,Standard Event,I-GJ11653177,STATE AV & WILDER AV,,,LOWER PRICE HILL
16,325,39.098126,-84.533325,10/25/2020 07:03:51 PM,0.0,E,9,2.1,51765.5,10/25/2020 07:04:24 PM,Motion Stop,I-GJ13323056,FREEMAN AV & W MEHRING WY & W 5TH ST,,,QUEENSGATE
17,228,39.114815,-84.549734,10/25/2020 07:03:12 PM,33.3,NNE,11,0.7,209125.6,10/25/2020 07:04:55 PM,Standard Event,S-HAM08212,STATE AV,MISTLETOE AV,W LIBERTY ST,LOWER PRICE HILL
18,228,39.109409,-84.55437,10/25/2020 07:00:06 PM,29.4,S,11,1.7,209124.6,10/25/2020 07:00:54 PM,Standard Event,S-HAM01748,GLENWAY AV,PEERLESS ST,WING ST,LOWER PRICE HILL
19,325,39.100697,-84.540698,10/25/2020 07:02:54 PM,34.2,SEE,11,1.6,51765.1,10/25/2020 07:03:20 PM,Standard Event,S-HAM08787,W 6TH EB ST TO W MEHRING WY RAMP,W 6TH EB ST,W MEHRING WY RAMP,QUEENSGATE
20,228,39.138549,-84.537842,10/25/2020 07:08:21 PM,33.0,NNW,11,1.4,209128.1,10/25/2020 07:09:40 PM,Standard Event,S-HAM25594,COLERAIN AV,ELAM ST,STOCK ST,CAMP WASHINGTON
21,325,39.088335,-84.566339,10/25/2020 07:00:20 PM,11.6,SEE,"12,1",0,51763.3,10/25/2020 07:00:24 PM,,I-GJ10492939,RIVER RD & SOUTHSIDE AV,,,
22,228,39.124873,-84.543822,10/25/2020 07:04:34 PM,33.5,NNW,11,1.5,209126.4,10/25/2020 07:04:55 PM,Standard Event,S-HAM32312,STATE AV,HARRISON AV,BEEKMAN ST,SOUTH FAIRMOUNT
23,325,39.088435,-84.566399,10/25/2020 07:00:09 PM,0.0,SWW,7,0,51763.3,10/25/2020 07:00:12 PM,Power Off,I-GJ10492939,RIVER RD & SOUTHSIDE AV,,,
24,228,39.110655,-84.573099,10/25/2020 06:56:15 PM,7.3,W,10,0,209122.9,10/25/2020 06:56:19 PM,Motion Start,S-HAM02216,ST LAWRENCE AV,WARSAW AV,OLIVE AV,EAST PRICE HILL
25,325,39.098681,-84.535343,10/25/2020 07:03:35 PM,31.1,SEE,11,1.9,51765.4,10/25/2020 07:04:24 PM,Standard Event,I-GJ13143061,W MEHRING WY & CARR ST,,,QUEENSGATE
26,228,39.137068,-84.537471,10/25/2020 07:08:03 PM,5.0,NEE,11,1.3,209128,10/25/2020 07:09:40 PM,Standard Event,I-GJ12843488,COLERAIN AV & HOPPLE ST,,,CAMP WASHINGTON
27,228,39.143461,-84.534485,10/25/2020 07:09:39 PM,8.1,E,10,2,209128.6,10/25/2020 07:09:41 PM,Motion Start,I-GJ13073560,CENTRAL PKWY & MONMOUTH AV,,,CAMP WASHINGTON
28,228,39.11381,-84.576164,10/25/2020 06:57:35 PM,17.1,NNE,11,0.4,209123.3,10/25/2020 06:59:51 PM,Standard Event,I-GJ09583221,GLENWAY AV & WARSAW AV & QUEBEC RD & SETON AV,,,EAST PRICE HILL
29,228,39.137544,-84.54786,10/25/2020 07:07:05 PM,20.6,E,11,0.8,209127.4,10/25/2020 07:07:48 PM,Standard Event,B-GJ1221334893,"HOPPLE ST BRIDGE OVER BALTIMORE AND OHIO RAILROAD, NEW YORK CENTRAL RAILROAD, MILL CREEK",,,NORTH FAIRMOUNT
30,325,39.118287,-84.535488,10/25/2020 07:09:43 PM,34.8,NNW,11,1.1,51767.1,10/25/2020 07:10:25 PM,Standard Event,S-HAM27405,DALTON AV,YORK ST,BANK ST,WEST END
31,228,39.110637,-84.574657,10/25/2020 06:56:33 PM,21.2,W,11,0.1,209123,10/25/2020 06:59:51 PM,Standard Event,S-HAM02218,ST LAWRENCE AV,OAKLAND AV,RAPID AV,EAST PRICE HILL
32,228,39.142243,-84.534354,10/25/2020 07:10:35 PM,0.0,S,9,2.2,209128.8,10/25/2020 07:10:38 PM,Motion Stop,,,,,
33,228,39.142996,-84.538493,10/25/2020 07:08:57 PM,13.3,N,11,1.7,209128.4,10/25/2020 07:09:40 PM,Standard Event,S-HAM27284,COLERAIN AV,BATES AL,MONMOUTH AV,CAMP WASHINGTON
34,311,39.099255,-84.536503,10/25/2020 07:03:35 PM,26.7,SEE,11,1.9,22659.5,10/25/2020 07:04:02 PM,Standard Event,S-HAM09762,W MEHRING WY,CARR ST,HARRIET ST,QUEENSGATE
35,311,39.093835,-84.560382,10/25/2020 07:01:10 PM,41.0,NE,11,0.6,22658.3,10/25/2020 07:02:43 PM,Standard Event,S-HAM06953,RIVER RD,GALVIN LN,MT ECHO DR,SEDAMSVILLE
36,311,39.103427,-84.533126,10/25/2020 07:05:54 PM,0.0,N,9,2.5,22660.2,10/25/2020 07:05:57 PM,Motion Stop,I-GJ13313118,FREEMAN AV & W 8TH ST,,,QUEENSGATE
37,311,39.113056,-84.535947,10/25/2020 07:08:14 PM,28.6,N,11,1.2,22661.4,10/25/2020 07:08:29 PM,Standard Event,S-HAM08240,DALTON AV,FLINT ST,W LIBERTY ST,WEST END
38,228,39.134544,-84.54675,10/25/2020 07:06:29 PM,25.5,W,11,0.5,209127.2,10/25/2020 07:07:48 PM,Standard Event,S-HAM50761,CARLL ST,CUMMINS ST,BEEKMAN ST,NORTH FAIRMOUNT
39,311,39.088519,-84.567098,10/25/2020 07:00:10 PM,13.7,SSE,11,0,22657.7,10/25/2020 07:00:16 PM,Standard Event,S-HAM16930,STEINER AV,SOUTHSIDE AV,HARTMAN ST,SEDAMSVILLE
40,228,39.107471,-84.554029,10/25/2020 07:00:24 PM,25.7,S,11,1.9,209124.8,10/25/2020 07:00:54 PM,Standard Event,I-GJ11493155,PEERLESS ST & WILDER AV & GLENWAY AV,,,LOWER PRICE HILL
41,325,39.114046,-84.535859,10/25/2020 07:08:42 PM,9.3,N,10,0.8,51766.7,10/25/2020 07:08:46 PM,Motion Start,I-GJ13043233,DALTON AV & W LIBERTY ST,,,WEST END
42,228,39.143419,-84.534614,10/25/2020 07:09:33 PM,10.5,NE,11,2,209128.6,10/25/2020 07:09:40 PM,Standard Event,I-GJ13073560,CENTRAL PKWY & MONMOUTH AV,,,CAMP WASHINGTON
43,228,39.113867,-84.571558,10/25/2020 06:58:11 PM,32.9,E,11,0.7,209123.6,10/25/2020 06:59:51 PM,Standard Event,I-GJ09963222,GLENWAY AV & CARSON AV,,,EAST PRICE HILL
44,311,39.115997,-84.535632,10/25/2020 07:09:11 PM,0.0,N,9,1.2,22661.4,10/25/2020 07:09:13 PM,Motion Stop,S-HAM27451,DALTON AV,SHERMAN AV,FINDLAY ST,WEST END
45,325,39.092256,-84.561732,10/25/2020 07:00:56 PM,41.6,NNE,11,0.1,51763.6,10/25/2020 07:03:20 PM,Standard Event,S-HAM66556,RIVER RD,TERM W OF MT ECHO DR,SOUTHSIDE AV,SEDAMSVILLE
46,311,39.116005,-84.535634,10/25/2020 07:09:27 PM,5.0,N,10,1.2,22661.4,10/25/2020 07:09:30 PM,Motion Start,S-HAM27451,DALTON AV,SHERMAN AV,FINDLAY ST,WEST END
47,228,39.107842,-84.552444,10/25/2020 07:02:10 PM,7.7,NNE,10,0.2,209125.1,10/25/2020 07:02:13 PM,Motion Start,S-HAM01761,STATE AV,SOUTH ST,GEST ST,LOWER PRICE HILL
48,228,39.107808,-84.552457,10/25/2020 07:01:54 PM,0.0,NNE,9,0.2,209125.1,10/25/2020 07:01:58 PM,Motion Stop,S-HAM01761,STATE AV,SOUTH ST,GEST ST,LOWER PRICE HILL
49,311,39.106618,-84.53637,10/25/2020 07:07:00 PM,5.0,N,10,0.6,22660.8,10/25/2020 07:07:02 PM,Motion Start,S-HAM08708,DALTON AV,W 9TH ST,GEST ST,QUEENSGATE
50,311,39.089075,-84.567689,10/25/2020 06:59:52 PM,7.5,SW,11,0,22657.7,10/25/2020 07:00:16 PM,Standard Event,S-HAM16930,STEINER AV,SOUTHSIDE AV,HARTMAN ST,SEDAMSVILLE
51,228,39.137083,-84.539918,10/25/2020 07:07:45 PM,36.5,E,11,1.2,209127.9,10/25/2020 07:07:48 PM,Standard Event,S-HAM25573,HOPPLE ST,GARRARD AV,MEEKER ST,CAMP WASHINGTON
52,311,39.0884,-84.56666,10/25/2020 06:59:09 PM,0.0,W,9,0,22657.7,10/25/2020 06:59:12 PM,Motion Stop,S-HAM12993,RIVER RD,STEINER AV,STEINER AV,SEDAMSVILLE
53,325,39.103527,-84.533104,10/25/2020 07:05:50 PM,0.0,N,9,2.5,51765.9,10/25/2020 07:05:54 PM,Motion Stop,I-GJ13313118,FREEMAN AV & W 8TH ST,,,QUEENSGATE
54,311,39.108579,-84.536483,10/25/2020 07:07:18 PM,19.9,N,11,0.6,22660.8,10/25/2020 07:08:29 PM,Standard Event,S-HAM08707,DALTON AV,GEST ST,HOPKINS ST,QUEENSGATE
55,228,39.122312,-84.543658,10/25/2020 07:04:16 PM,34.8,NNE,11,1.3,209126.2,10/25/2020 07:04:55 PM,Standard Event,S-HAM08591,STATE AV,ERNST ST,HARRISON AV,LOWER PRICE HILL
56,325,39.106805,-84.536357,10/25/2020 07:06:59 PM,9.9,N,10,0.3,51766.2,10/25/2020 07:07:01 PM,Motion Start,I-GJ13013152,DALTON AV & GEST ST,,,QUEENSGATE
57,311,39.109546,-84.536413,10/25/2020 07:07:38 PM,28.0,N,11,0.6,22660.8,10/25/2020 07:08:29 PM,Standard Event,S-HAM08709,DALTON AV,HOPKINS ST,KENNER ST,QUEENSGATE
58,311,39.09821,-84.533665,10/25/2020 07:03:59 PM,0.0,E,9,2.5,22660.2,10/25/2020 07:04:02 PM,Motion Stop,I-GJ13323056,FREEMAN AV & W MEHRING WY & W 5TH ST,,,QUEENSGATE
59,228,39.126126,-84.545538,10/25/2020 07:04:52 PM,8.4,NNW,11,1.6,209126.5,10/25/2020 07:04:55 PM,Standard Event,S-HAM32312,STATE AV,HARRISON AV,BEEKMAN ST,SOUTH FAIRMOUNT
60,325,39.111732,-84.536136,10/25/2020 07:07:57 PM,29.8,N,11,0.6,51766.6,10/25/2020 07:08:24 PM,Standard Event,S-HAM08238,DALTON AV,CORTLANDT AV,FLINT ST,WEST END
61,228,39.126173,-84.545547,10/25/2020 07:04:55 PM,0.0,N,9,1.6,209126.5,10/25/2020 07:04:56 PM,Motion Stop,I-GJ12163365,QUEEN CITY AV & STATE AV & BEEKMAN ST,,,SOUTH FAIRMOUNT
62,325,39.116112,-84.535606,10/25/2020 07:09:25 PM,3.7,N,10,1,51766.9,10/25/2020 07:09:28 PM,Motion Start,S-HAM27451,DALTON AV,SHERMAN AV,FINDLAY ST,WEST END
63,228,39.105315,-84.55337,10/25/2020 07:01:20 PM,4.2,NEE,10,0,209124.9,10/25/2020 07:01:23 PM,Motion Start,S-HAM01717,W 8TH ST,STATE AV,GLENWAY AV,LOWER PRICE HILL
64,325,39.120542,-84.536296,10/25/2020 07:10:01 PM,35.4,N,11,1.2,51767.1,10/25/2020 07:10:25 PM,Standard Event,S-HAM27446,SPRING GROVE AV,BANK ST,HARRISON AV,WEST END
65,325,39.099561,-84.537352,10/25/2020 07:03:17 PM,27.3,SEE,11,1.7,51765.2,10/25/2020 07:03:20 PM,Standard Event,S-HAM09763,W MEHRING WY,HARRIET ST,W 6TH EB ST TO W MEHRING WY RAMP,QUEENSGATE
66,228,39.143464,-84.534534,10/25/2020 07:09:37 PM,0.0,NEE,9,2,209128.6,10/25/2020 07:09:40 PM,Motion Stop,I-GJ13073560,CENTRAL PKWY & MONMOUTH AV,,,CAMP WASHINGTON
67,228,39.111432,-84.555731,10/25/2020 06:59:48 PM,35.2,SE,11,1.6,209124.5,10/25/2020 06:59:51 PM,Standard Event,S-HAM01748,GLENWAY AV,PEERLESS ST,WING ST,LOWER PRICE HILL
68,311,39.104054,-84.535073,10/25/2020 07:06:23 PM,32.3,W,11,0,22660.2,10/25/2020 07:07:00 PM,Standard Event,S-HAM08714,W 8TH ST,CARR ST,DALTON AV,QUEENSGATE
69,311,39.105254,-84.536277,10/25/2020 07:06:41 PM,31.7,N,11,0.6,22660.8,10/25/2020 07:07:00 PM,Standard Event,S-HAM08708,DALTON AV,W 9TH ST,GEST ST,QUEENSGATE
70,228,39.119717,-84.545333,10/25/2020 07:03:55 PM,33.7,NNE,11,1.1,209126,10/25/2020 07:04:55 PM,Standard Event,S-HAM08592,STATE AV,LEHMAN RD,ERNST ST,LOWER PRICE HILL
71,325,39.101794,-84.5494,10/25/2020 07:02:18 PM,47.2,E,11,1.1,51764.5,10/25/2020 07:03:20 PM,Standard Event,S-HAM60957,RIVER EB RD,RIVER RD,W 6TH EB ST,
72,325,39.110286,-84.536375,10/25/2020 07:07:39 PM,19.9,N,11,0.6,51766.5,10/25/2020 07:08:24 PM,Standard Event,S-HAM08709,DALTON AV,HOPKINS ST,KENNER ST,QUEENSGATE
73,311,39.101854,-84.549217,10/25/2020 07:02:22 PM,41.6,E,11,1.2,22658.9,10/25/2020 07:02:43 PM,Standard Event,S-HAM60957,RIVER EB RD,RIVER RD,W 6TH EB ST,
74,228,39.106805,-84.552781,10/25/2020 07:01:38 PM,28.6,NNE,11,0.1,209125,10/25/2020 07:01:58 PM,Standard Event,S-HAM01761,STATE AV,SOUTH ST,GEST ST,LOWER PRICE HILL
75,228,39.105328,-84.553394,10/25/2020 07:00:51 PM,0.0,E,9,2,209124.9,10/25/2020 07:00:54 PM,Motion Stop,S-HAM01717,W 8TH ST,STATE AV,GLENWAY AV,LOWER PRICE HILL
76,311,39.102935,-84.533136,10/25/2020 07:05:42 PM,26.7,N,11,2.5,22660.2,10/25/2020 07:05:57 PM,Standard Event,S-HAM25726,FREEMAN AV,W 6TH WB ST,W 8TH ST,QUEENSGATE
77,228,39.137358,-84.544695,10/25/2020 07:07:23 PM,43.3,E,11,0.9,209127.6,10/25/2020 07:07:48 PM,Standard Event,B-GJ1221334893,"HOPPLE ST BRIDGE OVER BALTIMORE AND OHIO RAILROAD, NEW YORK CENTRAL RAILROAD, MILL CREEK",,,NORTH FAIRMOUNT
78,311,39.113913,-84.535843,10/25/2020 07:08:43 PM,8.1,N,10,1.2,22661.4,10/25/2020 07:08:47 PM,Motion Start,S-HAM08240,DALTON AV,FLINT ST,W LIBERTY ST,WEST END
79,228,39.112009,-84.550769,10/25/2020 07:02:51 PM,35.1,NNE,11,0.5,209125.4,10/25/2020 07:04:55 PM,Standard Event,I-GJ11763206,STATE AV & MISTLETOE AV,,,LOWER PRICE HILL
80,325,39.125135,-84.535976,10/25/2020 07:10:34 PM,40.1,N,12,1.5,51767.4,10/25/2020 07:10:37 PM,Power On,S-HAM27400,SPRING GROVE AV,HARRISON AV,BUCK ST,WEST END
81,325,39.113995,-84.535855,10/25/2020 07:08:20 PM,0.0,N,9,0.7,51766.7,10/25/2020 07:08:24 PM,Motion Stop,S-HAM08240,DALTON AV,FLINT ST,W LIBERTY ST,WEST END
82,228,39.11403,-84.574384,10/25/2020 06:57:53 PM,26.0,E,11,0.5,209123.4,10/25/2020 06:59:51 PM,Standard Event,I-GJ09723223,GLENWAY AV & ROSS AV,,,EAST PRICE HILL
83,325,39.103618,-84.533122,10/25/2020 07:06:04 PM,8.1,NNW,10,0,51765.9,10/25/2020 07:06:07 PM,Motion Start,I-GJ13313118,FREEMAN AV & W 8TH ST,,,QUEENSGATE
84,311,39.098282,-84.534007,10/25/2020 07:03:53 PM,16.8,E,11,2.5,22660.2,10/25/2020 07:04:02 PM,Standard Event,S-HAM25880,W MEHRING WY,W 5TH ST,CARR ST,QUEENSGATE
85,311,39.091325,-84.562442,10/25/2020 07:00:52 PM,38.5,NE,11,0.6,22658.3,10/25/2020 07:02:43 PM,Standard Event,S-HAM66556,RIVER RD,TERM W OF MT ECHO DR,SOUTHSIDE AV,SEDAMSVILLE
86,228,39.136058,-84.547797,10/25/2020 07:06:47 PM,30.4,N,11,0.6,209127.3,10/25/2020 07:07:48 PM,Standard Event,I-GJ11933474,BEEKMAN ST & PULTE ST,,,NORTH FAIRMOUNT
87,228,39.105477,-84.553767,10/25/2020 07:00:42 PM,19.8,SSE,11,2,209124.9,10/25/2020 07:00:54 PM,Standard Event,S-HAM01749,GLENWAY AV,W 8TH ST,WILDER AV,LOWER PRICE HILL
88,325,39.116105,-84.535603,10/25/2020 07:09:06 PM,0.0,N,9,0.9,51766.9,10/25/2020 07:09:09 PM,Motion Stop,S-HAM27451,DALTON AV,SHERMAN AV,FINDLAY ST,WEST END
89,325,39.113846,-84.535866,10/25/2020 07:08:15 PM,15.5,N,11,0.7,51766.7,10/25/2020 07:08:24 PM,Standard Event,S-HAM08240,DALTON AV,FLINT ST,W LIBERTY ST,WEST END
90,325,39.105809,-84.53631,10/25/2020 07:06:40 PM,30.4,N,11,0.2,51766.2,10/25/2020 07:06:58 PM,Standard Event,S-HAM08708,DALTON AV,W 9TH ST,GEST ST,QUEENSGATE
91,325,39.08981,-84.563988,10/25/2020 07:00:38 PM,39.8,NE,11,0,51763.5,10/25/2020 07:03:20 PM,Standard Event,S-HAM66556,RIVER RD,TERM W OF MT ECHO DR,SOUTHSIDE AV,SEDAMSVILLE
92,311,39.100882,-84.55315,10/25/2020 07:02:04 PM,44.7,NE,11,1.2,22658.9,10/25/2020 07:02:43 PM,Standard Event,S-HAM60957,RIVER EB RD,RIVER RD,W 6TH EB ST,
93,311,39.099751,-84.538025,10/25/2020 07:03:17 PM,25.5,SEE,11,1.9,22659.5,10/25/2020 07:04:02 PM,Standard Event,S-HAM09763,W MEHRING WY,HARRIET ST,W 6TH EB ST TO W MEHRING WY RAMP,QUEENSGATE
94,311,39.0884,-84.56666,10/25/2020 06:59:34 PM,3.1,W,10,0,22657.7,10/25/2020 06:59:37 PM,Motion Start,S-HAM12993,RIVER RD,STEINER AV,STEINER AV,SEDAMSVILLE
95,311,39.088441,-84.567036,10/25/2020 07:00:14 PM,0.0,SE,9,0,22657.7,10/25/2020 07:00:16 PM,Motion Stop,S-HAM16930,STEINER AV,SOUTHSIDE AV,HARTMAN ST,SEDAMSVILLE
96,228,39.110642,-84.573035,10/25/2020 06:55:29 PM,0.0,N,"12,9",0,209122.9,10/25/2020 06:56:08 PM,,S-HAM02216,ST LAWRENCE AV,WARSAW AV,OLIVE AV,EAST PRICE HILL
97,311,39.088389,-84.566573,10/25/2020 06:59:00 PM,3.1,SWW,10,0,22657.7,10/25/2020 06:59:03 PM,Motion Start,S-HAM12993,RIVER RD,STEINER AV,STEINER AV,SEDAMSVILLE
98,228,39.142483,-84.533046,10/25/2020 07:09:57 PM,15.1,SEE,11,2.1,209128.7,10/25/2020 07:10:38 PM,Standard Event,S-HAM27287,CENTRAL PKWY,BATES AV,MONMOUTH AV,CAMP WASHINGTON
99,311,39.11085,-84.536225,10/25/2020 07:07:56 PM,17.4,N,11,0.6,22660.8,10/25/2020 07:08:29 PM,Standard Event,S-HAM08756,DALTON AV,KENNER ST,CORTLANDT AV,WEST END
100,325,39.098209,-84.533206,10/25/2020 07:05:05 PM,9.3,NNE,10,2.1,51765.6,10/25/2020 07:05:08 PM,Motion Start,I-GJ13323056,FREEMAN AV & W MEHRING WY & W 5TH ST,,,QUEENSGATE
101,311,39.088985,-84.565128,10/25/2020 07:00:34 PM,41.0,NE,11,0,22657.7,10/25/2020 07:02:43 PM,Standard Event,S-HAM66556,RIVER RD,TERM W OF MT ECHO DR,SOUTHSIDE AV,SEDAMSVILLE
102,228,39.11031,-84.576429,10/25/2020 06:56:51 PM,4.6,W,11,0.2,209123.1,10/25/2020 06:59:51 PM,Standard Event,I-GJ09533180,SETON AV & ST LAWRENCE AV,,,EAST PRICE HILL
103,228,39.126209,-84.545559,10/25/2020 07:05:17 PM,9.1,N,10,1.6,209126.5,10/25/2020 07:05:20 PM,Motion Start,I-GJ12163365,QUEEN CITY AV & STATE AV & BEEKMAN ST,,,SOUTH FAIRMOUNT
104,228,39.132797,-84.54502,10/25/2020 07:06:11 PM,37.9,NNW,11,0.3,209127,10/25/2020 07:07:48 PM,Standard Event,S-HAM50760,CUMMINS ST,DEMPSEY ST,CARLL ST,NORTH FAIRMOUNT
105,325,39.103153,-84.53313,10/25/2020 07:05:41 PM,26.1,N,11,2.4,51765.9,10/25/2020 07:05:54 PM,Standard Event,S-HAM25726,FREEMAN AV,W 6TH WB ST,W 8TH ST,QUEENSGATE
106,311,39.103437,-84.533122,10/25/2020 07:06:05 PM,8.1,N,10,0,22660.2,10/25/2020 07:06:08 PM,Motion Start,I-GJ13313118,FREEMAN AV & W 8TH ST,,,QUEENSGATE
107,311,39.098177,-84.53355,10/25/2020 07:05:06 PM,7.5,E,10,2.5,22660.2,10/25/2020 07:05:09 PM,Motion Start,I-GJ13323056,FREEMAN AV & W MEHRING WY & W 5TH ST,,,QUEENSGATE
108,228,39.141007,-84.538596,10/25/2020 07:08:39 PM,32.3,N,11,1.6,209128.3,10/25/2020 07:09:40 PM,Standard Event,S-HAM27279,COLERAIN AV,BATES AV,BATES AV,
109,311,39.113888,-84.535852,10/25/2020 07:08:26 PM,0.0,N,9,1.2,22661.4,10/25/2020 07:08:29 PM,Motion Stop,S-HAM08240,DALTON AV,FLINT ST,W LIBERTY ST,WEST END
110,311,39.096313,-84.558067,10/25/2020 07:01:28 PM,41.0,NNE,11,0.6,22658.3,10/25/2020 07:02:43 PM,Standard Event,S-HAM06956,RIVER RD,MT HOPE AV,GALVIN LN,SEDAMSVILLE
111,311,39.098582,-84.555852,10/25/2020 07:01:46 PM,38.5,NE,11,0.6,22658.3,10/25/2020 07:02:43 PM,Standard Event,S-HAM06958,RIVER RD,STATE AV,ANSONIA AV,
112,325,39.100714,-84.553439,10/25/2020 07:02:00 PM,44.7,NE,11,0.9,51764.3,10/25/2020 07:03:20 PM,Standard Event,I-GJ11553081,RIVER EB RD & RIVER RD & RIVER WB RD & STATE AV,,,
113,311,39.106593,-84.536367,10/25/2020 07:06:57 PM,0.0,N,9,0.6,22660.8,10/25/2020 07:07:00 PM,Motion Stop,S-HAM08708,DALTON AV,W 9TH ST,GEST ST,QUEENSGATE
114,311,39.100688,-84.540529,10/25/2020 07:02:58 PM,32.3,SEE,11,1.9,22659.5,10/25/2020 07:04:02 PM,Standard Event,S-HAM08787,W 6TH EB ST TO W MEHRING WY RAMP,W 6TH EB ST,W MEHRING WY RAMP,QUEENSGATE
115,228,39.143,-84.536754,10/25/2020 07:09:15 PM,29.2,E,11,1.8,209128.5,10/25/2020 07:09:40 PM,Standard Event,S-HAM56066,MONMOUTH AV,CENTRAL PKWY,WORKHOUSE DR,CAMP WASHINGTON
116,325,39.108741,-84.536456,10/25/2020 07:07:17 PM,24.9,N,11,0.4,51766.4,10/25/2020 07:08:24 PM,Standard Event,S-HAM08707,DALTON AV,GEST ST,HOPKINS ST,QUEENSGATE
117,228,39.142436,-84.533736,10/25/2020 07:10:15 PM,12.7,SWW,11,2.1,209128.8,10/25/2020 07:10:38 PM,Standard Event,,,,,
118,325,39.100559,-84.533311,10/25/2020 07:05:23 PM,39.1,N,11,2.2,51765.6,10/25/2020 07:05:54 PM,Standard Event,B-3102971,"FREEMAN AV, FREEMAN AV TO W 6TH WB ST RAMP BRIDGE OVER DALTON AV, W 6TH EB ST, W 6TH WB ST, BALTIMO",,,QUEENSGATE
119,228,39.142403,-84.533284,10/25/2020 09:05:14 PM,11.8,SEE,11,0.1,209128.9,10/25/2020 09:05:52 PM,Standard Event,,,,,
120,325,39.143177,-84.541535,10/25/2020 07:12:57 PM,24.2,N,11,1.2,51768.9,10/25/2020 07:13:18 PM,Standard Event,S-HAM25557,SPRING GROVE AV,ALABAMA AV,MONMOUTH AV,CAMP WASHINGTON
121,311,39.143081,-84.537595,10/25/2020 07:13:58 PM,6.8,E,10,2.5,22663.9,10/25/2020 07:13:59 PM,Motion Start,I-GJ12813553,MONMOUTH AV & WORKHOUSE DR,,,CAMP WASHINGTON
122,325,39.138759,-84.541736,10/25/2020 07:12:27 PM,35.4,N,11,0.9,51768.6,10/25/2020 07:13:18 PM,Standard Event,S-HAM25555,SPRING GROVE AV,AVON PL,ETHAN AV,CAMP WASHINGTON
