ID,ASSET,LATITUDE,LONGITUDE,TIME,SPEED,HEADING,REASONS,DISTANCE_TRAVELED,ODOMETER,LOADTS,REASONS_TEXT,ID_HAM_PVMNT_PLYGN,PPOLYLABEL,STREETFROM,STREETTO,ASSETNHOOD
4289,393,39.154077,-84.542456,10/26/2020 07:40:03 AM,33.6,SW,11,0.6,31335.7,10/26/2020 07:41:49 AM,Standard Event,B-3115763,"I-74 WB EXWY BRIDGE OVER SPRING GROVE AV, SPRING GRVE AV TO I-74 EB EXWY RAMP, MILL CREEK",,,NORTHSIDE
4290,159,39.113341,-84.560464,10/26/2020 07:48:45 AM,5.0,SSW,10,0.4,126174.2,10/26/2020 07:48:48 AM,Motion Start,S-HAM02303,GRAND AV,GLENWAY AV,LEHMAN RD,EAST PRICE HILL
4291,298,39.094583,-84.519853,10/26/2020 07:51:05 AM,26.8,E,11,0.4,25154.8,10/26/2020 07:52:22 AM,Standard Event,S-HAM50961,W MEHRING WY,WATER ST,SMITH ST,CBD/RIVERFRONT
4292,450,39.080712,-84.591756,10/26/2020 07:52:20 AM,5.0,SE,10,0,18177.7,10/26/2020 07:52:22 AM,Motion Start,I-GJ08302849,FITHIAN ST & BAURICHTER ST,,,RIVERSIDE
4293,92,39.11462,-84.514511,10/26/2020 07:54:29 AM,19.3,SE,11,0.1,85378.2,10/26/2020 07:54:41 AM,Standard Event,I-GJ14893241,LANG ST & WALNUT ST & E MCMICKEN AV & MOORE ST & BACK ST,,,OVER-THE-RHINE
4294,236,39.132061,-84.468673,10/26/2020 07:54:45 AM,32.0,N,11,1.4,14520.7,10/26/2020 07:54:48 AM,Standard Event,S-HAM32041,WOLD AV,MADISON RD,DEXTER AV,EAST WALNUT HILLS
4295,438,39.108585,-84.497686,10/26/2020 07:46:07 AM,5.9,S,10,0,21772.9,10/26/2020 07:46:09 AM,Motion Start,S-HAM18097,ST GREGORY ST,MONASTERY ST,LOUDEN ST,MOUNT ADAMS
4296,127,39.147838,-84.547526,10/26/2020 07:48:37 AM,3.1,E,10,0,115136.6,10/26/2020 07:48:41 AM,Motion Start,,,,,
4297,484,39.114584,-84.592056,10/26/2020 07:49:14 AM,7.0,NNW,10,0,5476.5,10/26/2020 07:49:17 AM,Motion Start,S-HAM02472,GLENWAY AV,RAPID RUN PIKE,AMETHYST ST,WEST PRICE HILL
4298,255,39.101394,-84.519658,10/26/2020 07:44:14 AM,3.5,N,10,0.2,194006.1,10/26/2020 07:44:17 AM,Motion Start,S-HAM27606,CENTRAL AV,FT WSHNGTN WB TO W 6TH WB ST RAMP,W 6TH ST TO I-75 NB ACCS RAMP,CBD/RIVERFRONT
4299,144,39.114334,-84.582391,10/26/2020 07:42:55 AM,0.0,E,9,1.4,138089.1,10/26/2020 07:42:58 AM,Motion Stop,S-HAM02459,GLENWAY AV,DEWEY AV,ROSEMONT AV,WEST PRICE HILL
4300,236,39.138726,-84.454171,10/26/2020 07:52:15 AM,8.1,SW,10,0.2,14519.6,10/26/2020 07:52:20 AM,Motion Start,I-GJ20023522,DANA AV & MADISON RD & OBSERVATORY AV,,,HYDE PARK
4301,236,39.138308,-84.425534,10/26/2020 07:47:17 AM,28.0,SW,11,1.4,14518,10/26/2020 07:47:21 AM,Standard Event,S-HAM09325,ERIE AV,ST JOHNS PL,TARPIS AV,HYDE PARK
4302,300,39.103759,-84.552401,10/26/2020 07:43:01 AM,3.2,W,10,0,48712.7,10/26/2020 07:43:05 AM,Motion Start,S-HAM64831,STAEBLER ST,TERM E OF NEAVE ST,NEAVE ST,LOWER PRICE HILL
4303,474,39.126748,-84.5018,10/26/2020 07:49:27 AM,21.0,SSW,11,0.1,1213,10/26/2020 07:51:34 AM,Standard Event,I-GJ15943381,READING RD & BURNET AV & E MCMILLAN ST,,,MOUNT AUBURN
4304,391,39.11514,-84.511672,10/26/2020 07:47:57 AM,14.7,E,11,0.4,31045.4,10/26/2020 07:48:13 AM,Standard Event,S-HAM20352,MULBERRY ST,ANTIQUE ST,SYCAMORE ST,MOUNT AUBURN
4305,479,39.122405,-84.516971,10/26/2020 07:49:47 AM,0.0,SSW,9,0.1,5920.6,10/26/2020 07:49:48 AM,Motion Stop,I-GJ14643329,ELYSIAN PL & GRAHAM ST,,,CUF
4306,481,39.106466,-84.564592,10/26/2020 07:55:02 AM,0.0,S,9,0.2,5430.9,10/26/2020 07:55:03 AM,Motion Stop,S-HAM02339,PURCELL AV,W 8TH ST,PRICE AV,EAST PRICE HILL
4307,480,39.113991,-84.576058,10/26/2020 07:45:18 AM,0.0,W,9,1.7,5522.5,10/26/2020 07:45:20 AM,Motion Stop,I-GJ09583221,GLENWAY AV & WARSAW AV & QUEBEC RD & SETON AV,,,EAST PRICE HILL
4308,438,39.108457,-84.498193,10/26/2020 07:50:36 AM,0.0,E,9,0.2,21773.1,10/26/2020 07:50:39 AM,Motion Stop,S-HAM26090,MONASTERY ST,ST PAUL PL,ST GREGORY ST,MOUNT ADAMS
4309,159,39.11369,-84.568022,10/26/2020 07:54:30 AM,3.7,SEE,10,0.5,126175.1,10/26/2020 07:54:32 AM,Motion Start,S-HAM02447,GLENWAY AV,FAIRBANKS AV,DROTT AV,EAST PRICE HILL
4310,388,39.109601,-84.568348,10/26/2020 07:52:07 AM,0.0,S,9,0,29621.3,10/26/2020 07:52:09 AM,Motion Stop,S-HAM02527,FAIRBANKS AV,PRICE AV,WARSAW AV,EAST PRICE HILL
4311,249,39.113017,-84.517857,10/26/2020 07:50:44 AM,18.6,E,11,0,22758.7,10/26/2020 07:51:09 AM,Standard Event,S-HAM21673,W LIBERTY ST,RACE ST,PLEASANT ST,OVER-THE-RHINE
4312,154,39.108819,-84.566414,10/26/2020 07:48:43 AM,0.0,S,9,0.1,79222.9,10/26/2020 07:48:44 AM,Motion Stop,S-HAM02324,MANSION AV,OSAGE AV,KENSINGTON PL,EAST PRICE HILL
4313,438,39.108175,-84.498425,10/26/2020 07:50:16 AM,1.8,N,10,0.2,21773.1,10/26/2020 07:50:18 AM,Motion Start,S-HAM26089,ST PAUL PL,PAVILION ST,MONASTERY ST,MOUNT ADAMS
4314,44,39.142522,-84.53362,10/26/2020 07:43:16 AM,5.5,E,11,0.1,41055.7,10/26/2020 07:43:21 AM,Standard Event,,,,,
4315,317,39.122342,-84.58336,10/26/2020 07:45:19 AM,41.5,SSW,11,0.5,36025.1,10/26/2020 07:47:09 AM,Standard Event,I-GJ08913314,GUERLEY RD & SUNSET AV & GILSEY AV,,,WEST PRICE HILL
4316,317,39.12711,-84.563901,10/26/2020 07:42:32 AM,30.0,NWW,11,0.6,36023.8,10/26/2020 07:43:49 AM,Standard Event,S-HAM02907,QUEEN CITY AV,SPERBER ST,QUEEN CITY BYPS,SOUTH FAIRMOUNT
4317,302,39.122737,-84.530283,10/26/2020 07:53:11 AM,5.0,E,10,0,48371.8,10/26/2020 07:53:12 AM,Motion Start,S-HAM32169,KLOTTER AV,BAYMILLER ST,FREEMAN AV,CUF
4318,317,39.113138,-84.588812,10/26/2020 07:48:10 AM,0.0,SEE,9,1.4,36026,10/26/2020 07:48:12 AM,Motion Stop,I-GJ08473210,GLENWAY AV & KREIS LN,,,WEST PRICE HILL
4319,166,39.1125,-84.510315,10/26/2020 07:52:23 AM,17.4,E,11,0.4,16583.3,10/26/2020 07:53:54 AM,Standard Event,S-HAM20134,E LIBERTY ST,VON SEGGERN AL,LIBERTY HILL,PENDLETON
4320,224,39.143559,-84.473407,10/26/2020 07:51:26 AM,60.3,W,11,1.3,36585.4,10/26/2020 07:52:23 AM,Standard Event,S-HAM52789,I-71 SB EXWY,DANA AV TO I-71 SB EXWY RAMP,MONTGOMERY RD TO I-71 SB RAMP,EVANSTON
4321,481,39.10994,-84.565339,10/26/2020 07:45:26 AM,4.5,NNE,10,0.1,5430.5,10/26/2020 07:45:29 AM,Motion Start,S-HAM02539,ELBERON AV,OSAGE AV,WARSAW AV,EAST PRICE HILL
4322,484,39.113931,-84.595495,10/26/2020 07:54:11 AM,4.6,S,10,0.3,5476.8,10/26/2020 07:54:14 AM,Motion Start,S-HAM02416,LOCKMAN AV,HIGHRIDGE AV,LORETTA AV,WEST PRICE HILL
4323,144,39.114396,-84.583628,10/26/2020 07:42:41 AM,20.7,E,11,1.3,138089,10/26/2020 07:42:58 AM,Standard Event,S-HAM02457,GLENWAY AV,SLIKER AV,WINFIELD AV,WEST PRICE HILL
4324,134,39.111502,-84.583319,10/26/2020 07:52:39 AM,5.6,S,11,0.2,530,10/26/2020 07:53:04 AM,Standard Event,S-HAM02134,ROSEMONT AV,WEBER LN,WESTHAVEN AV,WEST PRICE HILL
4325,236,39.157729,-84.398125,10/26/2020 07:40:25 AM,19.8,E,11,0.4,14515.5,10/26/2020 07:41:22 AM,Standard Event,S-HAM06859,ORLANDO PL,OSGOOD ST,STEWART AV,MADISONVILLE
4326,245,39.103393,-84.682344,10/26/2020 07:43:44 AM,29.1,NWW,11,3.4,78658.4,10/26/2020 07:44:05 AM,Standard Event,S-HAM06912,RIVER RD,DART ST,GRACELY DR,SAYLER PARK
4327,298,39.132706,-84.537412,10/26/2020 07:43:25 AM,12.2,S,11,1.3,25151.4,10/26/2020 07:44:19 AM,Standard Event,S-HAM25576,SPRING GROVE AV,MARSHALL AV,TOWNSHIP ST,CAMP WASHINGTON
4328,210,39.117243,-84.579976,10/26/2020 07:50:02 AM,5.0,S,10,0.2,104665.1,10/26/2020 07:50:05 AM,Motion Start,S-HAM02104,ILIFF AV,W LIBERTY ST,TALBERT ST,WEST PRICE HILL
4329,41,39.164723,-84.51755,10/26/2020 07:49:48 AM,37.7,W,11,5,33702.9,10/26/2020 07:50:10 AM,Standard Event,S-HAM27229,SPRING GROVE AV,STATION AV,CLIFTON AV,SPRING GROVE VILLAGE
4330,228,39.102486,-84.530063,10/26/2020 07:49:29 AM,19.1,SSW,11,1.3,209139.2,10/26/2020 07:50:44 AM,Standard Event,S-HAM26034,LINN ST,DALTON AV,W 8TH ST,QUEENSGATE
4331,483,39.110909,-84.517222,10/26/2020 07:53:51 AM,0.0,SSE,9,0.2,5736,10/26/2020 07:53:51 AM,Motion Stop,S-HAM21704,RACE ST,W 14TH ST,W 15TH ST,OVER-THE-RHINE
4332,447,39.133194,-84.545298,10/26/2020 07:48:22 AM,34.4,SSE,11,1,17617,10/26/2020 07:49:47 AM,Standard Event,S-HAM50760,CUMMINS ST,DEMPSEY ST,CARLL ST,NORTH FAIRMOUNT
4333,166,39.118115,-84.535593,10/26/2020 07:45:14 AM,15.7,S,11,0.1,16581.7,10/26/2020 07:47:18 AM,Standard Event,S-HAM27405,DALTON AV,YORK ST,BANK ST,WEST END
4334,241,39.119062,-84.558764,10/26/2020 07:48:34 AM,0.0,SW,9,0.1,54207,10/26/2020 07:48:37 AM,Motion Stop,S-HAM02319,GRAND AV,MICKEY AV,UTAH AV,EAST PRICE HILL
4335,115,39.116986,-84.574846,10/26/2020 07:40:55 AM,14.1,S,11,0.2,56592.6,10/26/2020 07:41:24 AM,Standard Event,S-HAM35024,QUEBEC RD,W LIBERTY ST,PROVINCIAL CT,SOUTH FAIRMOUNT
4336,482,39.078033,-84.627253,10/26/2020 07:48:04 AM,0.0,NWW,9,0.1,6402.4,10/26/2020 07:48:08 AM,Motion Stop,S-HAM17690,RIVER RD,CATHCART ST,FENIMORE ST,RIVERSIDE
4337,92,39.119395,-84.521921,10/26/2020 07:48:46 AM,32.9,SEE,11,1,85377.6,10/26/2020 07:49:00 AM,Standard Event,S-HAM08325,W MCMICKEN AV,DUNLAP ST,STONEWALL ST,OVER-THE-RHINE
4338,481,39.107941,-84.564445,10/26/2020 07:50:40 AM,0.0,S,9,0.1,5430.7,10/26/2020 07:50:41 AM,Motion Stop,S-HAM02369,PURCELL AV,PRICE AV,WARSAW AV,EAST PRICE HILL
4339,41,39.168295,-84.505257,10/26/2020 07:48:14 AM,53.2,SSW,11,4.1,33701.9,10/26/2020 07:48:38 AM,Standard Event,S-HAM52899,I-75 SB EXWY,SR 562 WB TO I-75 SB EXWY RAMP,I-75 SB EXWY TO W MITCHELL AV RAMP,
4340,468,39.143467,-84.541626,10/26/2020 07:51:11 AM,0.0,S,9,1,9823.3,10/26/2020 07:51:12 AM,Motion Stop,I-GJ12463557,SPRING GROVE AV & MONMOUTH AV,,,CAMP WASHINGTON
4341,464,39.146984,-84.548192,10/26/2020 07:45:51 AM,0.0,NE,9,0,7637.9,10/26/2020 07:45:52 AM,Motion Stop,,,,,
4342,44,39.121609,-84.530898,10/26/2020 07:48:13 AM,33.0,SEE,11,1.6,41057.3,10/26/2020 07:49:45 AM,Standard Event,S-HAM20097,CENTRAL PKWY,RAVINE ST,KINDEL AV,CUF
4343,438,39.108599,-84.497689,10/26/2020 07:45:51 AM,0.0,S,9,0.1,21772.9,10/26/2020 07:45:52 AM,Motion Stop,S-HAM18097,ST GREGORY ST,MONASTERY ST,LOUDEN ST,MOUNT ADAMS
4344,144,39.119912,-84.581655,10/26/2020 07:47:04 AM,3.2,NNE,10,0,138089.5,10/26/2020 07:47:07 AM,Motion Start,S-HAM32371,DEWEY AV,W LIBERTY ST,TALBERT ST,WEST PRICE HILL
4345,92,39.11433,-84.514161,10/26/2020 07:55:00 AM,4.3,SEE,10,0.2,85378.3,10/26/2020 07:55:03 AM,Motion Start,S-HAM20229,E MCMICKEN AV,BACK ST,HUST AL,OVER-THE-RHINE
4346,236,39.150517,-84.403262,10/26/2020 07:43:10 AM,0.0,SW,9,1.1,14516.2,10/26/2020 07:43:29 AM,Motion Stop,I-GJ24353665,ERIE AV & MURRAY AV,,,MADISONVILLE
4347,210,39.118764,-84.579861,10/26/2020 07:49:18 AM,0.0,S,9,0.1,104664.9,10/26/2020 07:49:21 AM,Motion Stop,S-HAM02104,ILIFF AV,W LIBERTY ST,TALBERT ST,WEST PRICE HILL
4348,467,39.098977,-84.5084,10/26/2020 07:53:51 AM,57.9,SWW,11,4.5,55275,10/26/2020 07:54:58 AM,Standard Event,S-HAM28048,FORT WASHINGTON WB WY,I-471 NB EXWY TO FT WSHNGTN WB RAMP,,CBD/RIVERFRONT
4349,228,39.105456,-84.528392,10/26/2020 07:48:48 AM,27.9,SSW,11,1.1,209139,10/26/2020 07:50:44 AM,Standard Event,S-HAM54483,LINN ST,GEST ST,W COURT ST,WEST END
4350,93,39.127904,-84.520076,10/26/2020 07:54:15 AM,17.2,E,11,1.3,16453,10/26/2020 07:54:29 AM,Standard Event,S-HAM19858,W MCMILLAN ST,SCHORR AL,WHEELER ST,HEIGHTS
4351,399,39.128449,-84.563577,10/26/2020 07:49:42 AM,0.0,N,9,0.1,33825.5,10/26/2020 07:50:14 AM,Motion Stop,S-HAM02675,WHITE ST,HORTON ST,BIEGLER ST,SOUTH FAIRMOUNT
4352,166,39.1355,-84.538399,10/26/2020 07:40:43 AM,17.9,SSE,11,0,16580.5,10/26/2020 07:44:38 AM,Standard Event,S-HAM25571,SPRING GROVE AV,TOWNSHIP ST,BURLINGTON PL,CAMP WASHINGTON
4353,302,39.12272,-84.530206,10/26/2020 07:54:41 AM,6.5,SE,10,0,48371.8,10/26/2020 07:54:42 AM,Motion Start,S-HAM32169,KLOTTER AV,BAYMILLER ST,FREEMAN AV,CUF
4354,479,39.122391,-84.516997,10/26/2020 07:48:20 AM,0.0,E,9,0.1,5920.6,10/26/2020 07:48:24 AM,Motion Stop,I-GJ14643329,ELYSIAN PL & GRAHAM ST,,,CUF
4355,210,39.120306,-84.578653,10/26/2020 07:47:53 AM,6.2,S,10,0,104664.9,10/26/2020 07:47:56 AM,Motion Start,S-HAM32379,1ST AV,TALBERT ST,HEYWARD ST,WEST PRICE HILL
4356,391,39.116931,-84.512983,10/26/2020 07:54:00 AM,0.0,NW,9,0.1,31045.7,10/26/2020 07:54:02 AM,Motion Stop,S-HAM38554,GOETHE ST,TERM NW OF GOETHE ST SPLIT,MAIN ST,MOUNT AUBURN
4357,144,39.111919,-84.581778,10/26/2020 07:55:42 AM,0.0,S,9,0.8,138090.7,10/26/2020 07:55:45 AM,Motion Stop,S-HAM02099,GILSEY AV,WEBER LN,GLENWAY AV,WEST PRICE HILL
4358,194,39.150744,-84.541873,10/26/2020 07:54:10 AM,28.0,S,11,0.6,84347.5,10/26/2020 07:55:40 AM,Standard Event,S-HAM21915,SPRING GROVE AV,BRASHEARS ST,RALSTON AV,CAMP WASHINGTON
4359,448,39.114048,-84.575425,10/26/2020 07:53:22 AM,8.1,W,11,0.1,18218.5,10/26/2020 07:53:28 AM,Standard Event,S-HAM09887,GLENWAY AV,ROSS AV,SETON AV,EAST PRICE HILL
4360,92,39.11589,-84.515999,10/26/2020 07:51:12 AM,13.7,SE,11,0,85378.1,10/26/2020 07:51:18 AM,Standard Event,S-HAM08476,E MCMICKEN AV,FRINTZ ST,HAMER ST,OVER-THE-RHINE
4361,41,39.164934,-84.519881,10/26/2020 07:50:07 AM,0.0,W,9,5.1,33703,10/26/2020 07:50:10 AM,Motion Stop,S-HAM27219,SPRING GROVE AV,WINTON RD,STATION AV,SPRING GROVE VILLAGE
4362,144,39.118046,-84.581867,10/26/2020 07:45:25 AM,14.0,N,11,1.7,138089.4,10/26/2020 07:45:38 AM,Standard Event,S-HAM32371,DEWEY AV,W LIBERTY ST,TALBERT ST,WEST PRICE HILL
4363,479,39.122435,-84.517122,10/26/2020 07:51:14 AM,0.0,SE,9,0,5920.7,10/26/2020 07:51:17 AM,Motion Stop,S-HAM20072,GRAHAM ST,ELYSIAN PL,PARK DR,CUF
4364,236,39.133605,-84.469998,10/26/2020 07:55:39 AM,0.0,NWW,7,1.6,14520.9,10/26/2020 07:55:40 AM,Power Off,S-HAM60431,DEXTER AV,DEXTER PL,WOLD AV,EAST WALNUT HILLS
4365,159,39.11682,-84.564632,10/26/2020 07:42:18 AM,6.5,SSW,11,0.1,126173.4,10/26/2020 07:43:01 AM,Standard Event,S-HAM57274,ELBERON AV,TERM S OF,FREDDIE DR,
4366,24,39.157732,-84.404782,10/26/2020 07:46:26 AM,0.0,S,9,0,81881.6,10/26/2020 07:46:29 AM,Motion Stop,,,,,
4367,224,39.164372,-84.401792,10/26/2020 07:45:15 AM,37.8,NNE,11,0.2,36579.9,10/26/2020 07:47:29 AM,Standard Event,S-HAM61754,RED BANK EXWY,RED BANK EXWY,TERM NE OF RED BANK EXWY,
4368,481,39.107898,-84.564453,10/26/2020 07:51:31 AM,9.1,S,10,0,5430.7,10/26/2020 07:51:34 AM,Motion Start,S-HAM02369,PURCELL AV,PRICE AV,WARSAW AV,EAST PRICE HILL
4369,336,39.097659,-84.519082,10/26/2020 07:41:46 AM,5.5,E,10,0.2,20923.2,10/26/2020 07:41:49 AM,Motion Start,S-HAM28101,W 3RD ST,CENTRAL AV,JOHN ST,CBD/RIVERFRONT
4370,158,39.110394,-84.575725,10/26/2020 07:48:31 AM,20.0,NEE,11,0.2,136375.9,10/26/2020 07:48:51 AM,Standard Event,S-HAM02229,ST LAWRENCE AV,RAPID AV,SETON AV,EAST PRICE HILL
4371,25,39.165764,-84.513119,10/26/2020 07:54:07 AM,13.2,NW,11,1.6,88980.5,10/26/2020 07:54:17 AM,Standard Event,S-HAM27214,W MITCHELL AV,KENARD AV,SPRING GROVE AV,SPRING GROVE VILLAGE
4372,230,39.132354,-84.537195,10/26/2020 07:55:05 AM,8.7,SW,10,0,90725.9,10/26/2020 07:55:08 AM,Motion Start,I-GJ12873435,SPRING GROVE AV & MARSHALL AV,,,CAMP WASHINGTON
4373,319,39.125304,-84.503868,10/26/2020 07:55:25 AM,0.0,E,9,0,31156.9,10/26/2020 07:55:27 AM,Motion Stop,S-HAM07862,KINSEY AV,MAPLEWOOD AV,HIGHLAND AV,MOUNT AUBURN
4374,457,39.14721,-84.54791,10/26/2020 07:43:01 AM,0.0,NNE,12,0,5292.8,10/26/2020 07:43:03 AM,Power On,,,,,
4375,317,39.119559,-84.584504,10/26/2020 07:45:37 AM,35.7,SSW,11,0.7,36025.3,10/26/2020 07:47:09 AM,Standard Event,S-HAM32370,SUNSET AV,RAPID RUN PIKE,GUERLEY RD,WEST PRICE HILL
4376,334,39.110893,-84.536299,10/26/2020 07:49:27 AM,0.0,S,9,0.7,23903.6,10/26/2020 07:50:00 AM,Motion Stop,S-HAM08756,DALTON AV,KENNER ST,CORTLANDT AV,WEST END
4377,457,39.148982,-84.547949,10/26/2020 07:50:37 AM,9.1,NNE,7,0.1,5292.9,10/26/2020 07:50:39 AM,Power Off,S-HAM21878,MILLCREEK RD,LLEWELLYN ST,GERINGER ST,SOUTH CUMMINSVILLE
4378,25,39.171089,-84.403941,10/26/2020 07:44:48 AM,44.0,SWW,11,1.2,88974,10/26/2020 07:45:10 AM,Standard Event,S-HAM26850,RED BANK EXWY TO I-71 SB EXWY RAMP,RED BANK EXWY,I-71 SB EXWY RAMP,
4379,144,39.123819,-84.582272,10/26/2020 07:50:03 AM,4.2,SSE,10,0.3,138089.8,10/26/2020 07:50:12 AM,Motion Start,S-HAM10403,SUNSET AV,SUNSET LN,SUNSET LN,WEST PRICE HILL
4380,154,39.109054,-84.566406,10/26/2020 07:46:48 AM,0.0,S,9,48.2,79271.1,10/26/2020 07:46:49 AM,Motion Stop,S-HAM02324,MANSION AV,OSAGE AV,KENSINGTON PL,EAST PRICE HILL
4381,298,39.095463,-84.512059,10/26/2020 07:51:59 AM,32.1,NE,11,0.8,25155.2,10/26/2020 07:52:22 AM,Standard Event,S-HAM56245,W MEHRING WY,E MEHRING WY,ELM ST,CBD/RIVERFRONT
4382,194,39.147746,-84.548017,10/26/2020 07:51:03 AM,4.3,NW,10,0,84346.9,10/26/2020 07:51:06 AM,Motion Start,,,,,
4383,399,39.1304,-84.563001,10/26/2020 07:53:11 AM,8.6,N,11,0.2,33825.7,10/26/2020 07:53:35 AM,Standard Event,S-HAM02691,WHITE ST,BIEGLER ST,FAIRMOUNT AV,SOUTH FAIRMOUNT
4384,41,39.146915,-84.541352,10/26/2020 07:53:35 AM,40.8,S,11,1.9,33705,10/26/2020 07:54:32 AM,Standard Event,S-HAM21979,SPRING GROVE AV,ARLINGTON ST,BRASHEARS ST,CAMP WASHINGTON
4385,438,39.108257,-84.497708,10/26/2020 07:46:18 AM,0.0,S,9,0,21772.9,10/26/2020 07:46:21 AM,Motion Stop,S-HAM18098,ST GREGORY ST,PAVILION ST,MONASTERY ST,MOUNT ADAMS
4386,144,39.122209,-84.601845,10/26/2020 07:38:54 AM,21.2,SSE,11,0,138087.7,10/26/2020 07:41:15 AM,Standard Event,S-HAM01842,GLENWAY AV,N OVERLOOK AV,FERGUSON RD,WEST PRICE HILL
4387,457,39.136169,-84.547913,10/26/2020 07:52:45 AM,32.7,S,7,0.8,5293.9,10/26/2020 07:52:46 AM,Power Off,I-GJ11933474,BEEKMAN ST & PULTE ST,,,NORTH FAIRMOUNT
4388,474,39.122653,-84.498793,10/26/2020 07:50:21 AM,30.0,E,11,0.5,1213.4,10/26/2020 07:51:34 AM,Standard Event,I-GJ16213336,FOWLER ST & MCGREGOR AV,,,WALNUT HILLS
4389,468,39.148949,-84.545401,10/26/2020 07:49:29 AM,26.2,E,11,0.1,9822.4,10/26/2020 07:51:12 AM,Standard Event,,,,,
4390,41,39.164938,-84.519945,10/26/2020 07:50:16 AM,9.1,W,10,5.1,33703,10/26/2020 07:50:19 AM,Motion Start,S-HAM27219,SPRING GROVE AV,WINTON RD,STATION AV,SPRING GROVE VILLAGE
4391,255,39.105003,-84.546798,10/26/2020 07:47:32 AM,0.0,N,9,1.7,194007.9,10/26/2020 07:47:34 AM,Motion Stop,,,,,
4392,41,39.170983,-84.47174,10/26/2020 07:45:49 AM,61.7,NWW,11,2,33699.9,10/26/2020 07:46:10 AM,Standard Event,S-HAM53035,NORWOOD LATERAL WB,UNKNOWN,UNKNOWN,PADDOCK HILLS
4393,159,39.113572,-84.565066,10/26/2020 07:52:14 AM,3.2,SW,10,0.1,126174.7,10/26/2020 07:52:17 AM,Motion Start,S-HAM02013,ELBERON AV,GLENWAY AV,LEHMAN RD,EAST PRICE HILL
4394,467,39.168276,-84.42228,10/26/2020 07:47:01 AM,62.1,SW,11,1.9,55267.4,10/26/2020 07:47:04 AM,Standard Event,S-HAM53199,I-71 SB EXWY,I-71 SB EXWY TO HIGHLAND AV RAMP,I-71 SB EXWY TO SR 562 WB RAMP,OAKLEY
4395,391,39.115949,-84.510534,10/26/2020 07:50:22 AM,8.0,N,10,0.5,31045.5,10/26/2020 07:50:24 AM,Motion Start,I-GJ15223260,SYCAMORE ST & GOETHE ST,,,MOUNT AUBURN
4396,371,39.147954,-84.547868,10/26/2020 07:51:13 AM,4.3,N,11,0,30719.3,10/26/2020 07:52:07 AM,Standard Event,,,,,
4397,25,39.175258,-84.489,10/26/2020 07:51:16 AM,29.2,W,11,0,88978.9,10/26/2020 07:53:26 AM,Standard Event,B-3110036,"I-75 NB EXWY, I-75 SB EXWY BRIDGE OVER I-75 SB EXWY TO SR 562 EB RAMP",,,BOND HILL
4398,484,39.128025,-84.577573,10/26/2020 07:42:52 AM,25.0,S,11,1.3,5475.1,10/26/2020 07:45:10 AM,Standard Event,S-HAM10402,SUNSET AV,SUNSET LN,QUEEN CITY AV,SOUTH FAIRMOUNT
4399,370,39.133198,-84.502565,10/26/2020 07:48:13 AM,0.0,W,9,0,38458.1,10/26/2020 07:48:17 AM,Motion Stop,S-HAM08023,DONAHUE ST,HIGHLAND AV,BURNET AV,CORRYVILLE
4400,450,39.081884,-84.591928,10/26/2020 07:46:49 AM,0.0,SWW,9,0.1,18177.5,10/26/2020 07:46:51 AM,Motion Stop,S-HAM03155,HILLSIDE AV,HENRIETTA AV,BAURICHTER ST,RIVERSIDE
4401,224,39.1666,-84.399151,10/26/2020 07:45:33 AM,44.8,NE,11,0.4,36580.1,10/26/2020 07:47:29 AM,Standard Event,S-HAM61753,RED BANK EXWY,DUCK CREEK RD,TERM NE OF DUCK CREEK RD,
4402,388,39.109272,-84.569443,10/26/2020 07:46:39 AM,0.0,N,9,0,29621.1,10/26/2020 07:46:41 AM,Motion Stop,S-HAM02062,WELLS ST,PRICE AV,WARSAW AV,EAST PRICE HILL
4403,44,39.101683,-84.51958,10/26/2020 07:54:04 AM,6.9,SWW,10,0.7,41059.1,10/26/2020 07:54:07 AM,Motion Start,I-GJ14473098,CENTRAL AV & W 6TH ST & W 6TH WB ST & W 6TH ST TO I-75 NB ACCS RAMP,,,CBD/RIVERFRONT
4404,41,39.152475,-84.542314,10/26/2020 07:52:58 AM,38.1,SSE,11,1.5,33704.6,10/26/2020 07:53:01 AM,Standard Event,S-HAM28174,SPRING GROVE AV,RALSTON AV,MILLCREEK RD,CAMP WASHINGTON
4405,447,39.128749,-84.577159,10/26/2020 07:54:29 AM,0.0,NWW,9,1.5,17619.2,10/26/2020 07:54:29 AM,Motion Stop,I-GJ09423385,QUEEN CITY AV & SUNSET AV,,,SOUTH FAIRMOUNT
4406,110,39.146974,-84.550068,10/26/2020 07:55:07 AM,0.0,SWW,9,0.3,92853.7,10/26/2020 07:55:11 AM,Motion Stop,I-GJ11713594,LLEWELLYN ST & MILLCREEK RD,,,MILLVALE
4407,44,39.142522,-84.533601,10/26/2020 07:43:17 AM,0.0,E,9,0.1,41055.7,10/26/2020 07:43:21 AM,Motion Stop,,,,,
4408,144,39.117387,-84.58189,10/26/2020 07:44:45 AM,0.0,N,9,1.6,138089.3,10/26/2020 07:45:38 AM,Motion Stop,S-HAM32371,DEWEY AV,W LIBERTY ST,TALBERT ST,WEST PRICE HILL
